iteration,fittest,mean_fitness,mean_links,max_links
0,0.7163328937348002,0.1045427387939134,15.1,40
1,0.7163328937348002,0.13199712339638084,13.85,49
2,1.249490333700304,0.10223036962039407,9.6,27
3,1.249490333700304,0.217451949508125,6.65,28
4,1.2517808359571223,0.23400603838067052,7.55,24
5,1.2517808359571223,0.22236669560485298,7.375,25
6,1.2517808359571223,0.17248763228577985,6.625,19
7,1.403250676353652,0.21773096721309737,7.4,25
8,1.403250676353652,0.27500849355062085,7.425,19
9,1.4943175175423686,0.2667567799558501,9.675,23
10,1.4943175175423686,0.209916709172141,7.925,22
11,1.4943175175423686,0.2970539057050895,9.45,49
12,1.4943175175423686,0.19759237545864733,7.025,39
13,1.4943175175423686,0.2859829405654338,6.575,22
14,1.4943175175423686,0.17358633406109036,9.175,23
15,1.4943175175423686,0.23891683695501814,7.0,23
16,1.4943175175423686,0.2432883750548717,7.175,28
17,1.4943175175423686,0.18770500425745795,4.925,18
18,1.4943175175423686,0.174979006535284,6.1,19
19,1.4943175175423686,0.20290127407860775,8.825,23
20,1.4943175175423686,0.23723365955612713,8.275,40
21,1.4943175175423686,0.20219470344136595,8.7,18
22,1.4943175175423686,0.2716071413049776,10.825,49
23,1.4943175175423686,0.23640698091361506,8.425,29
24,1.4943175175423686,0.3201295929248523,7.15,25
25,1.4943175175423686,0.267280017147446,6.275,28
26,1.4943175175423686,0.2128266975091301,6.975,22
27,1.4943175175423686,0.27941125868211386,7.55,33
28,1.4943175175423686,0.2241811650651318,8.475,41
29,1.4943175175423686,0.17009636541897075,8.3,40
30,1.4943175175423686,0.1927278793790958,8.875,28
31,1.4943175175423686,0.21076438135553568,5.0,19
32,1.4943175175423686,0.29582252966698414,4.325,18
33,1.4943175175423686,0.29918857963606377,5.3,19
34,1.4943175175423686,0.3578426226079229,6.475,19
35,1.4943175175423686,0.2479045971275699,6.325,22
36,1.4943175175423686,0.30633738270232047,6.975,31
37,1.4943175175423686,0.2714866618921479,6.2,31
38,1.4943175175423686,0.23911594263232913,7.75,19
39,1.4943175175423686,0.2606966470074347,7.825,19
40,1.4943175175423686,0.1945831788114729,6.9,18
41,1.4943175175423686,0.28646458616597603,7.325,40
42,1.4943175175423686,0.20108744045362714,9.325,40
43,1.4943175175423686,0.22128403941427416,6.975,41
44,1.4943175175423686,0.2326863650310657,8.925,36
45,1.4943175175423686,0.3276968926861234,10.525,39
46,1.4943175175423686,0.2061352742630672,9.8,25
47,1.4943175175423686,0.15500200229527647,10.65,40
48,1.4943175175423686,0.23768570833698882,6.7,19
49,1.4943175175423686,0.25197816023844105,9.0,22
50,1.4943175175423686,0.18815519100957606,7.9,25
51,1.4943175175423686,0.21541092393373723,10.225,43
52,1.4943175175423686,0.22102213050542324,7.875,40
53,1.4943175175423686,0.20999770480392846,6.025,23
54,1.4943175175423686,0.20101094275976283,7.5,36
55,1.4943175175423686,0.19685503820676814,8.0,58
56,1.4943175175423686,0.29380536039849897,4.675,22
57,1.4943175175423686,0.2756972056643466,6.025,19
58,1.4943175175423686,0.2143137215076644,7.225,25
59,1.4943175175423686,0.285365351905522,8.275,33
60,1.4943175175423686,0.15093220286720577,9.05,58
61,1.4943175175423686,0.21874340266474138,5.775,19
62,1.6116909727632556,0.25873275105067217,7.45,21
63,1.6116909727632556,0.19027263729804883,9.05,33
64,1.6116909727632556,0.2667146328930318,7.6,21
65,1.6116909727632556,0.23917763470284337,9.375,34
66,1.6116909727632556,0.23402680635364673,9.85,25
67,1.6116909727632556,0.20167882326835024,10.3,41
68,1.6116909727632556,0.2570625708693467,11.225,49
69,1.6116909727632556,0.3176057132422463,14.15,49
70,1.6116909727632556,0.2084213201639976,11.075,43
71,1.6116909727632556,0.25721368936737815,14.95,43
72,1.6116909727632556,0.27100913727030285,13.775,40
73,1.6116909727632556,0.22576142504490307,10.4,40
74,1.6116909727632556,0.16104261524190183,10.325,31
75,1.6116909727632556,0.1850954060900841,8.025,21
76,1.6116909727632556,0.1859940481429581,10.1,43
77,1.6116909727632556,0.1641363535268237,8.175,24
78,1.6116909727632556,0.20179245054534006,7.9,18
79,1.6116909727632556,0.2691892201129182,8.45,19
80,1.6116909727632556,0.19778543353354192,9.575,25
81,1.6116909727632556,0.20195371561445863,9.95,25
82,1.6116909727632556,0.26167095053551215,10.575,42
83,1.6116909727632556,0.17821823165808728,7.95,24
84,1.6408890551533708,0.2865015705224149,11.375,34
85,1.6408890551533708,0.2254524756385882,13.075,82
86,1.6408890551533708,0.1942515659473467,11.2,46
87,1.6408890551533708,0.23132622590559807,9.45,28
88,1.6408890551533708,0.15713989004413662,13.825,47
89,1.6408890551533708,0.2138088373894969,11.425,52
90,1.6408890551533708,0.2908642420253723,10.675,34
91,1.6408890551533708,0.25627537769628733,10.625,30
92,1.6408890551533708,0.2703528717747451,11.275,30
93,1.6408890551533708,0.2598504933458933,11.45,37
94,1.6408890551533708,0.2744190566156326,11.05,30
95,1.6408890551533708,0.17160402652634943,11.925,48
96,1.6408890551533708,0.290718529383376,11.325,82
97,1.6408890551533708,0.22092598248993003,15.675,59
98,1.6408890551533708,0.2242796881836126,16.95,58
99,1.6408890551533708,0.24263370538284326,14.45,64
100,1.6408890551533708,0.2266940369383655,14.125,46
101,1.6408890551533708,0.1843545820508535,9.975,40
102,1.6408890551533708,0.181440331572743,12.2,33
103,1.66046039899553,0.21428384076911514,14.15,47
104,1.66046039899553,0.20223160571724702,13.775,83
105,1.66046039899553,0.18361966889440745,13.675,47
106,1.66046039899553,0.20523656796319667,15.85,81
107,1.66046039899553,0.21179226669633283,13.775,58
108,1.66046039899553,0.24777053552592448,14.25,85
109,1.66046039899553,0.24925544788480702,15.2,94
110,1.66046039899553,0.2511930578854018,11.825,34
111,1.66046039899553,0.17516918439551704,14.275,35
112,1.66046039899553,0.23105127414653898,15.725,59
113,1.66046039899553,0.23821503220828602,9.45,24
114,1.66046039899553,0.18813101290674128,9.8,31
115,1.66046039899553,0.24769904040867202,10.175,59
116,1.66046039899553,0.22668372674074524,15.65,55
117,1.66046039899553,0.2546489478604328,18.075,47
118,1.66046039899553,0.293866722551532,17.125,53
119,1.66046039899553,0.19369105526553637,16.575,55
