iteration,fittest,mean_fitness,mean_links,max_links
0,1.2697731173456186,0.26211013096735253,16.45,49
1,1.2697731173456186,0.15373744876191964,11.225,23
2,1.3633812064710755,0.25889636718778464,9.575,23
3,1.3633812064710755,0.358049195181371,10.525,34
4,1.3914826673953276,0.20135445542663638,6.475,16
5,1.4228394553330708,0.320633938234028,4.675,11
6,2.4345227656205655,0.35157843010100753,3.55,8
7,2.4345227656205655,0.3659243145679262,3.35,9
8,2.4345227656205655,0.4174025901210662,3.45,9
9,2.4345227656205655,0.4756196810615849,3.45,7
10,2.4345227656205655,0.5237559031373475,3.55,10
11,2.4345227656205655,0.6798826801602301,3.4,7
12,2.4345227656205655,0.43613130163039154,3.825,11
13,2.4345227656205655,0.47902031650471455,3.475,10
14,2.4345227656205655,0.49160569258089326,4.625,15
15,2.438893716914035,0.4909227515286827,4.025,28
16,2.438893716914035,0.3722038201060908,3.4,9
17,2.468707772742291,0.488145605433138,3.525,10
18,2.468707772742291,0.3535078008545533,3.2,10
19,2.468707772742291,0.5339919528303213,3.225,7
20,2.468707772742291,0.3607678871872196,3.225,6
21,2.468707772742291,0.3795257999706177,3.7,13
22,2.468707772742291,0.6939041434985214,4.275,13
23,2.468707772742291,0.6531597079055922,3.975,19
