iteration,fittest,mean_fitness,mean_links,max_links
0,3.8648283324293016,2.108679275898718,14.175,34
1,4.145528164228674,2.1374424819670823,11.85,34
2,4.145528164228674,2.187375028747847,9.175,33
3,5.817638787543841,2.273230108701303,8.95,33
4,6.882508714233207,2.416992478144377,8.6,59
5,6.882508714233207,2.619715892451078,4.95,15
6,6.882508714233207,2.34756300828299,5.1,20
7,6.882508714233207,2.212652589277746,4.65,15
8,6.882508714233207,2.313513187357247,4.35,27
9,6.98754972619789,2.478045112831378,3.675,27
10,6.98754972619789,2.3198152053776977,4.525,16
11,6.98754972619789,2.397125065809269,4.025,16
12,6.98754972619789,2.570520568029001,4.025,16
13,6.98754972619789,2.504282941710966,3.225,12
14,6.98754972619789,2.462934820640073,3.775,12
15,6.98754972619789,2.367157604951106,3.7,16
16,6.98754972619789,2.4262807306350767,3.975,16
17,6.98754972619789,2.357259404979201,4.25,22
18,6.98754972619789,2.336429051079082,4.275,22
19,6.98754972619789,2.416929220645414,4.075,40
20,6.98754972619789,2.420279230421209,2.975,16
21,6.98754972619789,2.5245598488187087,2.725,16
22,6.98754972619789,2.3753206204849513,2.875,16
23,6.98754972619789,2.325241715017761,2.575,11
24,6.98754972619789,2.5825045242177502,3.05,13
25,6.98754972619789,2.378597816149926,2.35,11
26,7.027424336837068,2.368708248307895,2.675,11
27,7.433965021268239,2.3222747194901148,3.45,11
28,7.471466196216795,2.3829170581875685,2.85,9
29,7.471466196216795,2.3077713208305255,4.15,13
30,7.471466196216795,2.199599712922728,3.85,13
31,7.471466196216795,2.1460521622428077,3.975,13
32,7.471466196216795,2.223037597611908,3.575,13
33,7.471466196216795,2.3546356784913245,3.45,11
34,7.471466196216795,2.0632745611917533,2.8,11
35,7.471466196216795,2.110999236095813,2.525,13
36,7.471466196216795,2.211384080545207,3.3,9
37,7.471466196216795,2.1300695474445783,3.75,28
38,7.471466196216795,2.0521803599890958,3.95,28
39,7.471466196216795,2.0303410615045125,2.9,10
40,7.471466196216795,2.058776165546184,4.2,13
41,7.471466196216795,2.0641272169767717,4.0,22
42,7.471466196216795,2.062799505528321,3.6,13
43,7.471466196216795,2.1413073051052924,4.5,40
44,7.471466196216795,2.140202640349167,2.95,13
45,7.471466196216795,2.153941428298664,3.05,16
46,7.471466196216795,2.152484742475596,2.85,13
47,7.471466196216795,2.3203522357737763,3.425,13
48,7.471466196216795,2.32572833004724,2.85,11
49,7.471466196216795,2.2188903724494016,3.05,13
50,7.471466196216795,2.214807171821208,3.675,16
51,7.471466196216795,2.2963164732069563,4.025,16
52,7.471466196216795,2.271313816928239,3.95,13
53,7.471466196216795,2.476690625330883,3.025,10
54,7.471466196216795,2.5504412382627946,3.3,13
55,7.471466196216795,2.3805343498499965,3.25,14
56,7.471466196216795,2.3661788312509375,2.975,13
57,7.471466196216795,2.596804636023289,3.525,13
58,7.471466196216795,2.3344914549649665,3.8,14
59,7.471466196216795,2.38968892747972,4.25,16
60,7.471466196216795,2.319040204245305,3.85,13
61,7.471466196216795,2.3150975739170083,3.7,13
62,7.471466196216795,2.505402492695555,4.1,22
63,7.471466196216795,2.11984983399046,5.15,22
64,7.471466196216795,2.189543959705305,4.3,15
65,7.471466196216795,2.119567449034189,5.35,28
66,7.471466196216795,2.0726324791688464,4.05,28
67,7.471466196216795,2.061289368491698,4.05,40
68,7.471466196216795,2.083457664131877,3.4,19
69,7.471466196216795,2.0997261185425877,3.3,16
70,7.471466196216795,2.128626064882192,3.975,16
71,7.471466196216795,2.199603705865093,4.275,31
72,7.471466196216795,2.211085884206102,3.85,13
73,7.471466196216795,2.134044509951926,3.8,13
74,7.471466196216795,2.005172927056308,4.0,13
75,7.471466196216795,2.127486511494732,3.375,10
76,7.471466196216795,2.053130309455347,4.35,22
77,7.471466196216795,2.113926036809721,3.7,13
78,7.471466196216795,2.200278208916098,4.55,13
79,7.471466196216795,2.2301556035904495,4.0,13
80,7.471466196216795,2.0315139360555285,3.65,10
81,7.471466196216795,2.0516894620526562,2.85,9
82,7.471466196216795,2.230474784366689,3.675,14
83,7.471466196216795,2.210264253341157,3.625,10
84,7.471466196216795,2.3187308926069705,3.825,15
85,7.471466196216795,2.2123714198745037,4.225,16
86,7.471466196216795,2.0547253518779307,5.05,16
87,7.471466196216795,2.306902041765187,5.425,13
88,7.471466196216795,2.0834539590453525,5.45,19
89,7.471466196216795,2.0133007703569006,4.875,15
90,7.471466196216795,2.093308350678135,4.925,15
91,7.471466196216795,2.130897287898176,4.25,13
92,7.471466196216795,1.9898339896444324,4.4,13
93,7.471466196216795,1.9495331416863841,3.775,13
94,7.471466196216795,1.9111306778802035,3.725,13
