iteration,fittest,mean_fitness,mean_links,max_links
0,1.055823939132874,0.21677955115918818,13.625,41
1,2.0919131235227235,0.33366406773950114,12.5,37
2,2.0919131235227235,0.37605635528593995,8.5,26
3,2.0919131235227235,0.358927744601002,6.05,18
4,2.153814000593446,0.5827018981328516,5.275,31
5,2.207764242788528,0.6529563650164923,4.05,13
6,2.207764242788528,0.5218740909007804,4.1,13
7,2.207764242788528,0.4862067140845504,4.225,13
8,2.207764242788528,0.6417013959156845,3.85,13
9,2.207764242788528,0.5399528662937775,3.525,13
10,2.207764242788528,0.5083561028775604,3.825,13
11,2.207764242788528,0.4411712684185898,5.175,21
12,2.207764242788528,0.5744720725971395,4.025,13
13,2.207764242788528,0.4184215483660198,4.35,13
14,2.207764242788528,0.4026954221134881,4.2,13
15,2.207764242788528,0.4781901842805004,4.2,22
16,2.207764242788528,0.4690118046637661,5.275,31
17,2.207764242788528,0.5436657073277565,4.4,19
18,2.207764242788528,0.5318865186993162,4.775,13
19,2.207764242788528,0.5279535928867689,4.275,13
20,2.207764242788528,0.509545319527294,5.05,13
21,2.207764242788528,0.3821370060702467,4.55,13
22,2.207764242788528,0.4217368175816765,4.925,13
23,2.207764242788528,0.32982296147108975,3.95,13
24,2.207764242788528,0.4208432286195574,3.625,13
25,2.207764242788528,0.5036862436655116,3.475,13
26,2.207764242788528,0.4112478480618694,3.1,13
27,2.207764242788528,0.46952128571414403,3.15,7
28,2.207764242788528,0.45649165754062376,3.5,13
29,2.207764242788528,0.37271691701265264,3.85,16
30,2.207764242788528,0.445589505718026,3.5,13
31,2.207764242788528,0.49802229711717744,3.325,13
32,2.207764242788528,0.47114641986581757,4.15,13
33,2.207764242788528,0.3413927443241869,4.375,13
34,2.207764242788528,0.4434208556564544,3.975,13
35,2.207764242788528,0.4776511804221359,3.75,13
36,2.207764242788528,0.35207529895125356,4.9,13
37,2.207764242788528,0.441985669570278,4.925,28
38,2.4150852413355777,0.4892448806060921,4.6,28
39,2.4150852413355777,0.5142728821357336,8.2,28
40,2.4150852413355777,0.6436646287529251,8.025,37
41,2.4150852413355777,0.4816630742881037,5.375,34
42,2.4150852413355777,0.5546213271374119,8.25,28
43,2.4150852413355777,0.3860331916951634,10.825,40
44,2.4150852413355777,0.46302271025603653,9.55,28
45,2.4150852413355777,0.40475634562059737,8.35,49
46,2.4150852413355777,0.42495265915197616,6.725,31
47,2.4150852413355777,0.38171909453839886,7.275,28
48,2.4150852413355777,0.3973402220860175,6.875,28
49,2.4150852413355777,0.4141237348385225,7.575,28
50,2.4150852413355777,0.48285876730876537,7.75,28
51,2.4150852413355777,0.5353732990479356,7.175,28
52,2.4150852413355777,0.4009491642840569,10.425,28
53,2.4150852413355777,0.36398103446114505,7.775,28
54,2.4150852413355777,0.38071634042522645,11.5,40
55,2.4150852413355777,0.30048573324007843,12.475,58
56,2.4150852413355777,0.3985195659919828,11.3,40
57,2.4150852413355777,0.32417660873826415,10.1,40
58,2.4150852413355777,0.4411644168441244,10.075,40
59,2.4150852413355777,0.3593973735772031,14.575,64
60,2.4150852413355777,0.33375504767166625,14.175,64
61,2.4150852413355777,0.28878837924002754,12.875,45
62,2.4150852413355777,0.38907961621595216,11.875,45
63,2.4150852413355777,0.5111094636933293,9.95,31
64,2.4150852413355777,0.27325563298865535,10.125,28
65,2.4150852413355777,0.4178920104356175,10.3,40
66,2.4150852413355777,0.4385482237390665,7.775,33
67,2.4150852413355777,0.40107602412776905,8.95,40
68,2.4150852413355777,0.5092789857198035,7.65,40
69,2.4150852413355777,0.3731976778668048,9.1,31
70,2.4150852413355777,0.337396145684602,10.65,28
71,2.4150852413355777,0.4191049099994178,6.925,28
72,2.4150852413355777,0.44405368769919623,6.775,28
73,2.4150852413355777,0.4916248401979281,7.375,31
74,2.4150852413355777,0.5516906696099312,5.225,34
75,2.4150852413355777,0.48541246846412867,5.0,28
76,2.4150852413355777,0.39699305168740207,7.075,40
77,2.4150852413355777,0.35311717192161984,6.5,28
78,2.4150852413355777,0.29208866945182654,7.1,28
79,2.4150852413355777,0.2753286206075661,11.475,28
80,2.4150852413355777,0.29933999825537716,10.925,31
81,2.4150852413355777,0.36204306676054615,9.75,82
82,2.4150852413355777,0.45690601600733594,9.25,28
83,2.4150852413355777,0.2827731039044104,10.75,40
84,2.4150852413355777,0.4553841947602654,9.025,40
85,2.4150852413355777,0.34787678424167556,8.25,31
86,2.4150852413355777,0.3290048857484774,5.7,28
87,2.4150852413355777,0.366278686511608,7.125,28
88,2.4150852413355777,0.38395870527441256,9.2,28
